isDGA,domain,host,subclass
dga,dbrcurwgefdycixamvoug,dbrcurwgefdycixamvoug.ru,goz
dga,dpjahfscjqsy,dpjahfscjqsy.org,cryptolocker
dga,xnpuuvijadmsok,xnpuuvijadmsok.ru,cryptolocker
dga,3c87kl117yww07c81ja1s8uf4r,3c87kl117yww07c81ja1s8uf4r.com,newgoz
dga,ouhfigxyxasgleqkr,ouhfigxyxasgleqkr.ms,necurs
dga,njwsrtnajdsl,njwsrtnajdsl.info,cryptolocker
dga,vpmxrqgr,vpmxrqgr.de,necurs
dga,pvnpgitfveosn,pvnpgitfveosn.ru,cryptolocker
dga,1fxhhvoa2i5jrsaxym88qn7ku,1fxhhvoa2i5jrsaxym88qn7ku.com,gameoverdga
dga,hgelxzpmfqwifmnfyxtp,hgelxzpmfqwifmnfyxtp.ru,goz
dga,rsswpyqhtfdf,rsswpyqhtfdf.ru,cryptolocker
dga,ymcbxlmgjwnxmhn,ymcbxlmgjwnxmhn.ru,cryptolocker
dga,xtrxcjwtgmdd,xtrxcjwtgmdd.ru,cryptolocker
dga,je1hyw1judj1d89pypv2tzuv,je1hyw1judj1d89pypv2tzuv.org,gameoverdga
dga,signhigh,signhigh.net,nivdort
dga,ykgrhqloaidb,ykgrhqloaidb.ru,cryptolocker
dga,gcldmxifxcsen,gcldmxifxcsen.info,cryptolocker
dga,wbhyubaeiupb,wbhyubaeiupb.ru,cryptolocker
dga,ynkxxlrsssta,ynkxxlrsssta.ru,cryptolocker
dga,wkawndvnysbopbrvncgtb,wkawndvnysbopbrvncgtb.im,necurs
dga,dukfhbyrsflrgdepjzxeqinmvdx,dukfhbyrsflrgdepjzxeqinmvdx.ru,goz
dga,amchqwsokkxm,amchqwsokkxm.ru,cryptolocker
dga,cebivkvgyqoovceucyldvcrdwc,cebivkvgyqoovceucyldvcrdwc.ru,goz
dga,vpmvvcmkjlyl,vpmvvcmkjlyl.com,cryptolocker
dga,1dl8xpo1r021p01nul4opp2f0il,1dl8xpo1r021p01nul4opp2f0il.net,newgoz
dga,toswfyueyxfutaijmrnjydfi,toswfyueyxfutaijmrnjydfi.ru,goz
dga,tgcakjfesgkvkrbmbmbanrxyusnvhi,tgcakjfesgkvkrbmbmbanrxyusnvhi.ru,goz
dga,gdqnfdymlmof,gdqnfdymlmof.ru,cryptolocker
dga,ikgmxkcbyrhwt,ikgmxkcbyrhwt.ru,cryptolocker
dga,watchconsiderable,watchconsiderable.net,nivdort
dga,vqvndnafddke,vqvndnafddke.ru,cryptolocker
dga,xxvutklrwpdkxm,xxvutklrwpdkxm.ru,cryptolocker
dga,139vomciqh85n14og8r5ke5za5,139vomciqh85n14og8r5ke5za5.com,gameoverdga
dga,1qkfz41c2jc525hjk7u1pybs2,1qkfz41c2jc525hjk7u1pybs2.com,gameoverdga
dga,wfrkpmikbkvdo,wfrkpmikbkvdo.ru,cryptolocker
dga,arivewear,arivewear.net,nivdort
dga,ksmfvuinrcxq,ksmfvuinrcxq.ru,cryptolocker
dga,1lk68utrm7xaysf7xn71gicr50,1lk68utrm7xaysf7xn71gicr50.biz,newgoz
dga,vg6wlb1qafahk1sijirn1tmhix0,vg6wlb1qafahk1sijirn1tmhix0.biz,gameoverdga
dga,dnnjlhmqofech,dnnjlhmqofech.ru,cryptolocker
dga,rpinqacxdhlr,rpinqacxdhlr.ru,cryptolocker
dga,8e42b6a441dbc387fba4a969b4bfc83c,8e42b6a441dbc387fba4a969b4bfc83c.org,bamital
dga,rbsnspmsytaw,rbsnspmsytaw.ru,cryptolocker
dga,lmghyhaicfdyn,lmghyhaicfdyn.ru,cryptolocker
dga,fp0vr0tn9o424kcwhm16z6a03,fp0vr0tn9o424kcwhm16z6a03.com,gameoverdga
dga,septemberought,septemberought.net,nivdort
dga,1jukpfx1w6adejgjofll119rkmb,1jukpfx1w6adejgjofll119rkmb.org,gameoverdga
dga,yqbuhyeqnjetkan,yqbuhyeqnjetkan.ru,cryptolocker
dga,adjoxscecfwpi,adjoxscecfwpi.ru,cryptolocker
dga,xccg6jr08jj48ffjxguj6lex,xccg6jr08jj48ffjxguj6lex.net,newgoz
dga,193wnz89aohom1cycp2b5fcfse,193wnz89aohom1cycp2b5fcfse.biz,gameoverdga
dga,1rgc7u256cqms1euil0012fyfo5,1rgc7u256cqms1euil0012fyfo5.org,gameoverdga
dga,khaxcypelmaebbk,khaxcypelmaebbk.biz,cryptolocker
dga,rwpvmkevlevclg,rwpvmkevlevclg.ru,cryptolocker
dga,nxvxfndpspbalw,nxvxfndpspbalw.de,necurs
dga,1mift9ot9qt0tv385jbsrfilg,1mift9ot9qt0tv385jbsrfilg.org,newgoz
dga,dutygone,dutygone.net,nivdort
dga,isxoaktdbmxg,isxoaktdbmxg.biz,cryptolocker
dga,bhkddfgawsdse,bhkddfgawsdse.ru,cryptolocker
dga,buleekkhvltek,buleekkhvltek.ru,cryptolocker
dga,xupmytnhfc,xupmytnhfc.com,necurs
dga,yullyfdddosrjio,yullyfdddosrjio.ru,cryptolocker
dga,onidnfytxphynryhprhmbnrypqg,onidnfytxphynryhprhmbnrypqg.ru,goz
dga,signborn,signborn.net,nivdort
dga,uponhorse,uponhorse.net,nivdort
dga,swfweawrktfrtk,swfweawrktfrtk.ru,cryptolocker
dga,7lgn4b1b7ml0v1srero511c4chx,7lgn4b1b7ml0v1srero511c4chx.org,newgoz
dga,1ljnlk21jlee9pqlhesv1rwypbt,1ljnlk21jlee9pqlhesv1rwypbt.org,newgoz
dga,xqedfykeajlne,xqedfykeajlne.ru,cryptolocker
dga,jhtvthmditiiey,jhtvthmditiiey.ru,cryptolocker
dga,vrfkcrkyrrqxgth,vrfkcrkyrrqxgth.ru,cryptolocker
dga,ruyeycrfkgkteht,ruyeycrfkgkteht.ru,cryptolocker
dga,ruimcgbdayrij,ruimcgbdayrij.ru,cryptolocker
dga,headcolor,headcolor.net,nivdort
dga,1368gq5gj8fl01sucaj88a29uf,1368gq5gj8fl01sucaj88a29uf.biz,gameoverdga
dga,phdupprjtjuwaan,phdupprjtjuwaan.ru,cryptolocker
dga,1l7rdilwv2240xtvaqo1izjsrc,1l7rdilwv2240xtvaqo1izjsrc.net,gameoverdga
dga,rlrektbcadxtmrv,rlrektbcadxtmrv.ru,cryptolocker
dga,dtnqgh1ifd046ybtrtk14c7jv6,dtnqgh1ifd046ybtrtk14c7jv6.org,newgoz
dga,yuv2u8djz40i1qo58wq1yz5a8z,yuv2u8djz40i1qo58wq1yz5a8z.org,gameoverdga
dga,120nbxhxvnrzlaw4ach1p3mc0m,120nbxhxvnrzlaw4ach1p3mc0m.com,newgoz
dga,jl8chey6gvog162f46f7bj90z,jl8chey6gvog162f46f7bj90z.org,newgoz
dga,putisrswuvpk,putisrswuvpk.ru,cryptolocker
dga,nxncxbflqvdtr,nxncxbflqvdtr.ru,cryptolocker
dga,wentmonday,wentmonday.net,nivdort
dga,qfertnbfpvdmkmg,qfertnbfpvdmkmg.com,cryptolocker
dga,1rf7xb66mj1whndp03hy34zbr,1rf7xb66mj1whndp03hy34zbr.net,newgoz
dga,duqbwmmmsobpme,duqbwmmmsobpme.ru,cryptolocker
dga,f039029385cdab5fa9016c5fd861b5f7,f039029385cdab5fa9016c5fd861b5f7.org,bamital
dga,ijpvdukfcyleihswhxodiaemfgair,ijpvdukfcyleihswhxodiaemfgair.ru,goz
dga,12mmssv1avppbux05gdl1ywnkwk,12mmssv1avppbux05gdl1ywnkwk.org,newgoz
dga,lfchyndnbhksvsl,lfchyndnbhksvsl.ru,cryptolocker
dga,pickhurry,pickhurry.net,nivdort
dga,tmydbrfvdfnr,tmydbrfvdfnr.biz,cryptolocker
dga,enqhvlyvrqllvt,enqhvlyvrqllvt.ru,cryptolocker
dga,q1aa3d1l1jyii1gpjy57edq5sv,q1aa3d1l1jyii1gpjy57edq5sv.com,gameoverdga
dga,jwyvnldxhlaheot,jwyvnldxhlaheot.ru,cryptolocker
dga,vlxfoihracqjpst,vlxfoihracqjpst.net,cryptolocker
dga,ybvhjhonmamrpc,ybvhjhonmamrpc.ru,cryptolocker
dga,tbcdvffrxvys,tbcdvffrxvys.ru,cryptolocker
dga,1qw6hav72jicp1b07ec53si2ex,1qw6hav72jicp1b07ec53si2ex.com,gameoverdga
dga,dda8cbde6fcc2b19cfcac1b3c0084e68,dda8cbde6fcc2b19cfcac1b3c0084e68.org,bamital
dga,r32asaine0k101j0pjvwmt86,r32asaine0k101j0pjvwmt86.biz,newgoz
dga,tonqkiejpegbml,tonqkiejpegbml.ru,cryptolocker
dga,680864f8de4e13bd658dc755afd4f9fa,680864f8de4e13bd658dc755afd4f9fa.org,bamital
dga,jsgqmlmffesqix,jsgqmlmffesqix.net,cryptolocker
dga,darknoise,darknoise.net,nivdort
dga,mjxmfbibdgmav,mjxmfbibdgmav.org,cryptolocker
dga,txeawpslnnnpk,txeawpslnnnpk.ru,cryptolocker
dga,qwmfepdui,qwmfepdui.cm,necurs
dga,n6xlze1svafgi1gfkknb69m6kc,n6xlze1svafgi1gfkknb69m6kc.net,newgoz
dga,klbigkn,klbigkn.co,necurs
dga,1c9pu61apufep1p4v52v1ccsnw8,1c9pu61apufep1p4v52v1ccsnw8.net,gameoverdga
dga,casereply,casereply.net,nivdort
dga,xfkba91pwr28mvoxofcqb0rbg,xfkba91pwr28mvoxofcqb0rbg.net,gameoverdga
dga,iyqxtqryyoekc,iyqxtqryyoekc.ru,cryptolocker
dga,kteiuautorkbiti,kteiuautorkbiti.ru,cryptolocker
dga,qcihbvakvccv,qcihbvakvccv.ru,cryptolocker
dga,021194bbaf31cd3ed38d77eb45450f54,021194bbaf31cd3ed38d77eb45450f54.org,bamital
dga,9sk3mxyxva512zivry98b6bm,9sk3mxyxva512zivry98b6bm.org,newgoz
dga,qoqkajckdcelab,qoqkajckdcelab.ru,cryptolocker
dga,kiyaetgchrgja,kiyaetgchrgja.ru,cryptolocker
dga,yyupsqernewmu,yyupsqernewmu.ru,cryptolocker
dga,withnews,withnews.net,nivdort
dga,bcdyuscjlxdlyio,bcdyuscjlxdlyio.so,necurs
dga,135t51e1jeggegh1cmvnztsq3w,135t51e1jeggegh1cmvnztsq3w.com,gameoverdga
dga,fifnlcrxvx,fifnlcrxvx.tv,necurs
dga,lgqtcnvbytqtlmijtqobmkzwg,lgqtcnvbytqtlmijtqobmkzwg.ru,goz
dga,slvoxvqsiqvp,slvoxvqsiqvp.ru,cryptolocker
dga,knjuhptmfipdp,knjuhptmfipdp.ru,cryptolocker
dga,waipnxkfuhlbu,waipnxkfuhlbu.ru,cryptolocker
dga,fwrnwglywteekyuwhyp,fwrnwglywteekyuwhyp.ug,necurs
dga,pcrehuyirwkrcnr,pcrehuyirwkrcnr.ru,cryptolocker
dga,pacfyapwtouqw,pacfyapwtouqw.info,cryptolocker
dga,lordnoise,lordnoise.net,nivdort
dga,drinkfruit,drinkfruit.net,nivdort
dga,wyaecynekmopcef,wyaecynekmopcef.ru,cryptolocker
dga,gerkwpleavrhy,gerkwpleavrhy.ru,cryptolocker
dga,whichgreat,whichgreat.net,nivdort
dga,17a34430e2ef41fae7a753d67214fe2a,17a34430e2ef41fae7a753d67214fe2a.org,bamital
dga,trkrhgxjxjyj,trkrhgxjxjyj.ru,cryptolocker
dga,wutmvnoqxqnijko,wutmvnoqxqnijko.ru,cryptolocker
dga,slbugcihgrgny,slbugcihgrgny.ru,cryptolocker
dga,bixdrwzhswkjwydxozhaqtoyhrcmn,bixdrwzhswkjwydxozhaqtoyhrcmn.ru,goz
dga,shpyfbvjaamwfuq,shpyfbvjaamwfuq.ki,necurs
dga,gukvztwemxrcvshmbqkhmbil,gukvztwemxrcvshmbqkhmbil.ru,goz
dga,cwnyvbecionmyj,cwnyvbecionmyj.biz,cryptolocker
dga,yznztj1cj0wf61yhaxq61lde5gm,yznztj1cj0wf61yhaxq61lde5gm.org,newgoz
dga,ksscwtimrpfy,ksscwtimrpfy.ru,cryptolocker
dga,ttxtmaweveggykn,ttxtmaweveggykn.info,cryptolocker
dga,avdqixrxfrmtsa,avdqixrxfrmtsa.ru,cryptolocker
dga,4da8270223ca03320d65ae31dc050583,4da8270223ca03320d65ae31dc050583.org,bamital
dga,bnmpobuxuuaem,bnmpobuxuuaem.ru,cryptolocker
dga,1rrk8sq11fvbvv12wrgjn1h39ls9,1rrk8sq11fvbvv12wrgjn1h39ls9.biz,newgoz
dga,ierpmkhvuijbby,ierpmkhvuijbby.ru,cryptolocker
dga,1vcuodseppi2i1p3x6hq1estyig,1vcuodseppi2i1p3x6hq1estyig.net,gameoverdga
dga,quickwhere,quickwhere.net,nivdort
dga,ablemeet,ablemeet.net,nivdort
dga,fylcglribgtnn,fylcglribgtnn.ru,cryptolocker
dga,en9uu8hi1i3112ynceg781yp,en9uu8hi1i3112ynceg781yp.net,newgoz
dga,dvntjx1rysllh17grnz1jzbu9z,dvntjx1rysllh17grnz1jzbu9z.org,gameoverdga
dga,qttgxwxolzpdttssccurcnbxk,qttgxwxolzpdttssccurcnbxk.ru,goz
dga,fwjcepgvbwqi,fwjcepgvbwqi.ru,cryptolocker
dga,bss4xl1bf97hs1et11yc1hg2huw,bss4xl1bf97hs1et11yc1hg2huw.org,newgoz
dga,swdrgtdcmdlvefvkdvsjjn,swdrgtdcmdlvefvkdvsjjn.ru,goz
dga,gladsome,gladsome.net,nivdort
dga,ibnmdqpbyccumzrgskbeql,ibnmdqpbyccumzrgskbeql.ru,goz
dga,liaafruolidlj,liaafruolidlj.ru,cryptolocker
dga,uzlukyhiqugugcuwgljvzxwwo,uzlukyhiqugugcuwgljvzxwwo.ru,goz
dga,gladonly,gladonly.net,nivdort
dga,thensince,thensince.net,nivdort
dga,vsgaprpmrtwtijfusgqgxct,vsgaprpmrtwtijfusgqgxct.ru,goz
dga,pcrfihhkpohhnm,pcrfihhkpohhnm.ru,cryptolocker
dga,lordtalk,lordtalk.net,nivdort
dga,oxeqpmjeukyiqd,oxeqpmjeukyiqd.ru,cryptolocker
dga,c9b65274ba613d2d2a5ae0427df0c264,c9b65274ba613d2d2a5ae0427df0c264.org,bamital
dga,rytvudwvwvcu,rytvudwvwvcu.ru,cryptolocker
dga,wcuqwkprqnlhd,wcuqwkprqnlhd.nf,necurs
dga,1r1upb0vaikc5e1ojm8y7bcel,1r1upb0vaikc5e1ojm8y7bcel.com,newgoz
dga,quickhope,quickhope.net,nivdort
dga,ymexwdle,ymexwdle.bit,necurs
dga,hytmxptwrytvm,hytmxptwrytvm.ru,cryptolocker
dga,bsbbxflhtumqjvv,bsbbxflhtumqjvv.ru,cryptolocker
dga,pcpfwixurocr,pcpfwixurocr.ru,cryptolocker
dga,fargdmemizvawkwcxwtllb,fargdmemizvawkwcxwtllb.ru,goz
dga,grouponly,grouponly.net,nivdort
dga,frdoygkcisxeasvigfrvf,frdoygkcisxeasvigfrvf.de,necurs
dga,r5jy8k1rw3pc3alor6u1rklbbi,r5jy8k1rw3pc3alor6u1rklbbi.net,newgoz
dga,upkrmovtouatexk,upkrmovtouatexk.ru,cryptolocker
dga,plmmwidjqggmq,plmmwidjqggmq.ru,cryptolocker
dga,pmt29x1py3p811zdagh5aluv3,pmt29x1py3p811zdagh5aluv3.net,newgoz
dga,whromdvqcrpt,whromdvqcrpt.ru,cryptolocker
dga,rpklnsjxmsbbuwi,rpklnsjxmsbbuwi.info,cryptolocker
dga,ddobetlymosstgl,ddobetlymosstgl.ru,cryptolocker
dga,pzonciqchrkrhiscaihdytn,pzonciqchrkrhiscaihdytn.ru,goz
dga,yyliapgwldql,yyliapgwldql.ru,cryptolocker
dga,msjdarvlnwtg,msjdarvlnwtg.ru,cryptolocker
dga,sjbtbuqsrkvthpcjqwbvq,sjbtbuqsrkvthpcjqwbvq.tw,necurs
dga,vvdpddwrrojki,vvdpddwrrojki.ru,cryptolocker
dga,ganieocxgqqamui,ganieocxgqqamui.ru,cryptolocker
dga,enddqkotuwgbt,enddqkotuwgbt.ru,cryptolocker
dga,l9959k1mh5gk01rqijgt10kded9,l9959k1mh5gk01rqijgt10kded9.net,newgoz
dga,828a35d8794db5b366f525468be3a0dd,828a35d8794db5b366f525468be3a0dd.org,bamital
dga,pmwmyymekllxpcdecjs,pmwmyymekllxpcdecjs.to,necurs
dga,jsshvpdqqbblpq,jsshvpdqqbblpq.ru,cryptolocker
dga,xnieyaatbqkeea,xnieyaatbqkeea.ru,cryptolocker
dga,xwovoryfmxeutoovpkvnbaky,xwovoryfmxeutoovpkvnbaky.ru,goz
dga,hairbreak,hairbreak.net,nivdort
dga,xhoftdfbopewf,xhoftdfbopewf.ru,cryptolocker
dga,spokehigh,spokehigh.net,nivdort
dga,gmoailaexzxhtclhwgnbtx,gmoailaexzxhtclhwgnbtx.ru,goz
dga,opeslfkdcnlukpm,opeslfkdcnlukpm.ru,cryptolocker
dga,yinspwncscjxnf,yinspwncscjxnf.ru,cryptolocker
dga,1vn8gpg11k2opuxlmjaty6te1v,1vn8gpg11k2opuxlmjaty6te1v.net,gameoverdga
dga,usyjiukojavmwys,usyjiukojavmwys.co.uk,cryptolocker
dga,14pr0natrn6oi1ns3vwf1aodgdv,14pr0natrn6oi1ns3vwf1aodgdv.com,newgoz
dga,kgpdxepjpwxu,kgpdxepjpwxu.ru,cryptolocker
dga,htqgwgetqpykq,htqgwgetqpykq.ru,cryptolocker
dga,uquogymkknou,uquogymkknou.info,cryptolocker
dga,cdjggnlwqkirw,cdjggnlwqkirw.ru,cryptolocker
dga,liofnjskxdobtuw,liofnjskxdobtuw.ru,cryptolocker
dga,nbifhmyycvsbnqg,nbifhmyycvsbnqg.ru,cryptolocker
dga,1rbbc561w1v91keam821puq0ka,1rbbc561w1v91keam821puq0ka.net,gameoverdga
dga,ebxuwucqwssxsny,ebxuwucqwssxsny.ru,cryptolocker
dga,twsfetwxscidirmjwkcemvdqym,twsfetwxscidirmjwkcemvdqym.ru,goz
dga,m9wl9zyyhvkysrxw94hhlcnp,m9wl9zyyhvkysrxw94hhlcnp.org,newgoz
dga,maogcathyfgcjtk,maogcathyfgcjtk.ru,cryptolocker
dga,3p1zg230h9ey158hoa71aqfsuf,3p1zg230h9ey158hoa71aqfsuf.org,gameoverdga
dga,ixemldbaurijuc,ixemldbaurijuc.ru,cryptolocker
dga,guintymbvolkbcuaqdecylfx,guintymbvolkbcuaqdecylfx.ru,goz
dga,pw35gq1824y201mrhlg5kmwhhf,pw35gq1824y201mrhlg5kmwhhf.net,newgoz
dga,lcltymmslkvmlqa,lcltymmslkvmlqa.ru,cryptolocker
dga,1caztlp4brmif1flegm120dxju,1caztlp4brmif1flegm120dxju.net,gameoverdga
dga,ulvomppudji4vjbfoqkfx56n,ulvomppudji4vjbfoqkfx56n.biz,newgoz
dga,beyqclydrdxkhep,beyqclydrdxkhep.ru,cryptolocker
dga,4ks0o316xtsov11wyx7a1t08rrs,4ks0o316xtsov11wyx7a1t08rrs.com,newgoz
dga,bj2drj1gpm1p4ui2fnbyn742d,bj2drj1gpm1p4ui2fnbyn742d.net,gameoverdga
dga,triedhand,triedhand.net,nivdort
dga,rafukyqoekhsmk,rafukyqoekhsmk.net,cryptolocker
dga,frontseven,frontseven.net,nivdort
dga,dyyuoymuxvmcvbj,dyyuoymuxvmcvbj.co.uk,cryptolocker
dga,pndcaisqcprss,pndcaisqcprss.ru,cryptolocker
dga,torpjnxfupyiea,torpjnxfupyiea.ru,cryptolocker
dga,kwhmcvqykwamfff,kwhmcvqykwamfff.mn,necurs
dga,1oy8ytznecrwvg8sy5t1jcfuoy,1oy8ytznecrwvg8sy5t1jcfuoy.org,newgoz
dga,pblbnlfsovvpe,pblbnlfsovvpe.ru,cryptolocker
dga,1jx3o87ochu2s12qwphocup90g,1jx3o87ochu2s12qwphocup90g.org,gameoverdga
dga,1h3c7081xynp961dsvz2mwxa6j7,1h3c7081xynp961dsvz2mwxa6j7.com,gameoverdga
dga,mfjfgmlbzptojhubahmtskuoljfujf,mfjfgmlbzptojhubahmtskuoljfujf.ru,goz
dga,cffhlhphjeyojl,cffhlhphjeyojl.ru,cryptolocker
dga,xxmkswdtqjtruty,xxmkswdtqjtruty.net,cryptolocker
dga,xwmhgqwwlyb,xwmhgqwwlyb.ac,necurs
dga,songroad,songroad.net,nivdort
dga,1bozxyk5pcopl18ihjkpn65xka,1bozxyk5pcopl18ihjkpn65xka.net,gameoverdga
dga,ofcxlybtofglm,ofcxlybtofglm.ru,cryptolocker
dga,h1ntbo1m1upxluzr50u25za3w,h1ntbo1m1upxluzr50u25za3w.com,gameoverdga
dga,ekvsrcwuuwhcw,ekvsrcwuuwhcw.ru,cryptolocker
dga,1lvd8rf1cs6om7u2hvd41b13h66,1lvd8rf1cs6om7u2hvd41b13h66.org,newgoz
dga,bdrcjmgvbwtcwic,bdrcjmgvbwtcwic.ru,cryptolocker
dga,9m83eo3y1987ttgzp16vm62d,9m83eo3y1987ttgzp16vm62d.com,newgoz
dga,6gwa14e99ask1wmixxpuoxakt,6gwa14e99ask1wmixxpuoxakt.com,gameoverdga
dga,knowhello,knowhello.net,nivdort
dga,plcaslppotdgh,plcaslppotdgh.ru,cryptolocker
dga,nrmpxjmwkmoun,nrmpxjmwkmoun.ru,cryptolocker
dga,fyovteajbpxgjzhbeuwofjfvp,fyovteajbpxgjzhbeuwofjfvp.ru,goz
dga,ifwvfcchkjpl,ifwvfcchkjpl.cx,necurs
dga,goewqxnakfmgp,goewqxnakfmgp.ru,cryptolocker
dga,mqqxvpdngqgssgh,mqqxvpdngqgssgh.ru,cryptolocker
dga,13bdp3p4ecb5b15nbq5mdrbxis,13bdp3p4ecb5b15nbq5mdrbxis.biz,newgoz
dga,omctmtcsjes,omctmtcsjes.co,necurs
dga,l76tk210vws5v1m7vl7g19iiot8,l76tk210vws5v1m7vl7g19iiot8.net,newgoz
dga,bwubbyynlrxlqxl,bwubbyynlrxlqxl.ru,cryptolocker
dga,ompnleypmysd,ompnleypmysd.ru,cryptolocker
dga,rxxqmcvywikdxp,rxxqmcvywikdxp.ru,cryptolocker
dga,1yjm9lf1qwhr9m2bpdtlvsapzj,1yjm9lf1qwhr9m2bpdtlvsapzj.net,gameoverdga
dga,1e6xrxw669hqp3ctdej1k9koss,1e6xrxw669hqp3ctdej1k9koss.com,newgoz
dga,ofjymyiuaalfc,ofjymyiuaalfc.biz,cryptolocker
dga,xrjajrqckrdely,xrjajrqckrdely.ru,cryptolocker
dga,akwahqvitoful,akwahqvitoful.ru,cryptolocker
dga,vboklqwiveobm,vboklqwiveobm.ru,cryptolocker
dga,lsincdvncodc,lsincdvncodc.ru,cryptolocker
dga,s60awp1ou0zh91c3kju11o6gyh2,s60awp1ou0zh91c3kju11o6gyh2.org,gameoverdga
dga,takenname,takenname.net,nivdort
dga,ebhajpiehbms,ebhajpiehbms.ru,cryptolocker
dga,spplmbvurfmdec,spplmbvurfmdec.biz,necurs
dga,lvvomjtlmzhmifycimjdxcplvxo,lvvomjtlmzhmifycimjdxcplvxo.ru,goz
dga,spokebuild,spokebuild.net,nivdort
dga,edpfqqouqhhasi,edpfqqouqhhasi.ru,cryptolocker
dga,xcvnyoh91x38fuw450il8aot,xcvnyoh91x38fuw450il8aot.com,gameoverdga
dga,m8fmzkjmmn1z1wydohp9iqfp6,m8fmzkjmmn1z1wydohp9iqfp6.biz,newgoz
dga,knowwore,knowwore.net,nivdort
dga,agferrnbxamxklmy,agferrnbxamxklmy.so,necurs
dga,9npmb8176d5ra2sgw2l12ggik9,9npmb8176d5ra2sgw2l12ggik9.biz,newgoz
dga,ghxfdybtqwlio,ghxfdybtqwlio.info,cryptolocker
dga,qnnswnmxscoffow,qnnswnmxscoffow.ru,cryptolocker
dga,rwsoroauvozxofindaonqgmvti,rwsoroauvozxofindaonqgmvti.ru,goz
dga,visitname,visitname.net,nivdort
dga,fahqfqjnztfukbrsrsgerwqctkdeusjv,fahqfqjnztfukbrsrsgerwqctkdeusjv.ru,goz
dga,wiferise,wiferise.net,nivdort
dga,gsaracuswvov,gsaracuswvov.ru,cryptolocker
dga,vkyevcviwmkax,vkyevcviwmkax.ru,cryptolocker
dga,1ld03vz958flowzymqg1ted7g0,1ld03vz958flowzymqg1ted7g0.net,newgoz
dga,stixsbekctvn,stixsbekctvn.ru,cryptolocker
dga,mkpaeyaaxdgclke,mkpaeyaaxdgclke.biz,cryptolocker
dga,fksvmewobmnm,fksvmewobmnm.ru,cryptolocker
dga,jnayqcqlaamu,jnayqcqlaamu.ru,cryptolocker
dga,homwrphksavjaps,homwrphksavjaps.ru,cryptolocker
dga,theneasy,theneasy.net,nivdort
dga,mhoxbfsphqmg,mhoxbfsphqmg.org,cryptolocker
dga,cgblfgejwgumnlqodevm,cgblfgejwgumnlqodevm.sc,necurs
dga,njayxweaztxpvpijldulhquk,njayxweaztxpvpijldulhquk.ru,goz
dga,3ea5884ba5ea078a035c2e45e96bd464,3ea5884ba5ea078a035c2e45e96bd464.org,bamital
dga,17mcus3b7x9send4ys1blpvqm,17mcus3b7x9send4ys1blpvqm.net,newgoz
dga,1g7yxqi1du84ev1g0xwzegh2doy,1g7yxqi1du84ev1g0xwzegh2doy.net,newgoz
dga,pucpnzltdmnbbuctfvoeapw,pucpnzltdmnbbuctfvoeapw.ru,goz
dga,8y63ai6o02yutnb2awzko3p0,8y63ai6o02yutnb2awzko3p0.net,gameoverdga
dga,cveatrrvlqub,cveatrrvlqub.ru,cryptolocker
dga,vvyjixfugrtlf,vvyjixfugrtlf.ru,cryptolocker
dga,arnm6fnebysr1asz5ocy5nh6p,arnm6fnebysr1asz5ocy5nh6p.net,newgoz
dga,xxescgowojjoa,xxescgowojjoa.ru,cryptolocker
dga,wcksansymoxgibjfkx,wcksansymoxgibjfkx.ms,necurs
dga,cfaruasyctsnrw,cfaruasyctsnrw.ru,cryptolocker
dga,lfgbqjuogwgb,lfgbqjuogwgb.ru,cryptolocker
dga,dlnvsflboujy,dlnvsflboujy.ru,cryptolocker
dga,akjwsxuxjeiybjk,akjwsxuxjeiybjk.biz,cryptolocker
dga,pufdyarobgtjt,pufdyarobgtjt.ru,cryptolocker
dga,hxewjrqojbhtysa,hxewjrqojbhtysa.info,cryptolocker
dga,72e6g17ghetv1rwef40xcvt40,72e6g17ghetv1rwef40xcvt40.biz,newgoz
dga,igqrktbwalkunk,igqrktbwalkunk.ru,cryptolocker
dga,xghiyqqwbjwq,xghiyqqwbjwq.info,cryptolocker
dga,avokcvsyaoixovi,avokcvsyaoixovi.org,cryptolocker
dga,pwgatwcfchbhgup,pwgatwcfchbhgup.ru,cryptolocker
dga,oviphvdrgacsff,oviphvdrgacsff.pro,necurs
dga,nlowwlrfrpqjod,nlowwlrfrpqjod.ru,cryptolocker
dga,qmplxqdpuvdsy,qmplxqdpuvdsy.ru,cryptolocker
dga,sundayride,sundayride.net,nivdort
dga,msbievcxdiocmybfjid,msbievcxdiocmybfjid.bit,necurs
dga,iwqgsgaqcbew,iwqgsgaqcbew.ru,cryptolocker
