isDGA,domain,host,subclass
dga,ughukrpjfhirgkrlzrwwcvvxtd,ughukrpjfhirgkrlzrwwcvvxtd.ru,goz
dga,xnn8f7ds8xk713mfx8h14wnhfq,xnn8f7ds8xk713mfx8h14wnhfq.net,gameoverdga
dga,cfdw9oj4vhr1ktr2je1pf2rq8,cfdw9oj4vhr1ktr2je1pf2rq8.org,gameoverdga
dga,gaqoukusbemvsxsobyheizsgxkj,gaqoukusbemvsxsobyheizsgxkj.ru,goz
dga,lypmnokduqcgqbc,lypmnokduqcgqbc.ru,cryptolocker
dga,f85940c0fc9aec0390a7f793d7144a33,f85940c0fc9aec0390a7f793d7144a33.org,bamital
dga,bxuydvtkdwqv,bxuydvtkdwqv.biz,cryptolocker
dga,xujgtikcmtaguc,xujgtikcmtaguc.ru,cryptolocker
dga,fjmwktvncwrle,fjmwktvncwrle.ru,cryptolocker
dga,uikkfyunmdqa,uikkfyunmdqa.ru,cryptolocker
dga,vysftyaccqoaxb,vysftyaccqoaxb.mx,necurs
dga,wifebreak,wifebreak.net,nivdort
dga,ttttsscxqqfgltm,ttttsscxqqfgltm.ru,cryptolocker
dga,iggdvyvgwdyq,iggdvyvgwdyq.co.uk,cryptolocker
dga,1en5jw81jn1qx91kasq4igrwty9,1en5jw81jn1qx91kasq4igrwty9.com,newgoz
dga,hhfahqlnxqqcfoo,hhfahqlnxqqcfoo.ru,cryptolocker
dga,929206d69c6413226d2938e027b98413,929206d69c6413226d2938e027b98413.org,bamital
dga,ksatpyhywdxn,ksatpyhywdxn.ru,cryptolocker
dga,thiswild,thiswild.net,nivdort
dga,spokepast,spokepast.net,nivdort
dga,jxlinqvvmojiu,jxlinqvvmojiu.ru,cryptolocker
dga,ytsjujdbcivx,ytsjujdbcivx.ru,cryptolocker
dga,mnvkffeavcydpnwklrteimbc,mnvkffeavcydpnwklrteimbc.ru,goz
dga,yfwwpcngylmxejuxbaip,yfwwpcngylmxejuxbaip.bz,necurs
dga,ioywhuerjupr,ioywhuerjupr.ru,cryptolocker
dga,deadcount,deadcount.net,nivdort
dga,modrrfbiunsawr,modrrfbiunsawr.net,cryptolocker
dga,ud34oe2wd6zkjgy41crtxevv,ud34oe2wd6zkjgy41crtxevv.biz,gameoverdga
dga,umuhpyiblwbq,umuhpyiblwbq.ru,cryptolocker
dga,1xo6mkcid4l3l1drg1n0w5hn9b,1xo6mkcid4l3l1drg1n0w5hn9b.com,gameoverdga
dga,bwkorsiljyyufdjy,bwkorsiljyyufdjy.in,necurs
dga,rockgreen,rockgreen.net,nivdort
dga,d02rzq10ygy13y7xohu1f1wbna,d02rzq10ygy13y7xohu1f1wbna.org,gameoverdga
dga,dknefjsmftmmn,dknefjsmftmmn.org,cryptolocker
dga,kk3e6p5inspvuqzlio63dia5,kk3e6p5inspvuqzlio63dia5.org,newgoz
dga,movepage,movepage.net,nivdort
dga,songguide,songguide.net,nivdort
dga,madecount,madecount.net,nivdort
dga,hjnhsvgsoiapak,hjnhsvgsoiapak.ru,cryptolocker
dga,jmoyxhsssxvg,jmoyxhsssxvg.ru,cryptolocker
dga,qdtvbjrjtqrwansquxna,qdtvbjrjtqrwansquxna.eu,necurs
dga,cuksooiaxfdisk,cuksooiaxfdisk.ru,cryptolocker
dga,frontprove,frontprove.net,nivdort
dga,ijlxhuxcdufqi,ijlxhuxcdufqi.org,cryptolocker
dga,bbpcuquja,bbpcuquja.sc,necurs
dga,uhekambalvjr,uhekambalvjr.ru,cryptolocker
dga,fvwxcgpflepsmqs,fvwxcgpflepsmqs.ru,cryptolocker
dga,otdfhlhorpwflmq,otdfhlhorpwflmq.ru,cryptolocker
dga,qrjcuralofanpwv,qrjcuralofanpwv.us,necurs
dga,varxraoxmol,varxraoxmol.to,necurs
dga,dnfxtkbcaqvce,dnfxtkbcaqvce.ru,cryptolocker
dga,pdawijudqftfanp,pdawijudqftfanp.ru,cryptolocker
dga,imydhelgkqvwp,imydhelgkqvwp.ru,cryptolocker
dga,2xvd568rm7nryz6noy1qdy4ah,2xvd568rm7nryz6noy1qdy4ah.net,gameoverdga
dga,gooshmahbfro,gooshmahbfro.ru,cryptolocker
dga,1oeazm8wbiatpp6718a1w8cxux,1oeazm8wbiatpp6718a1w8cxux.com,gameoverdga
dga,pskzvm19fx7561pgtf2t3763yc,pskzvm19fx7561pgtf2t3763yc.com,newgoz
dga,qexifgmenkdme,qexifgmenkdme.mx,necurs
dga,jsckhhcqx,jsckhhcqx.in,necurs
dga,imxdwdscghyqtik,imxdwdscghyqtik.ru,cryptolocker
dga,8hjkymqx9pzygzmxoni18xly,8hjkymqx9pzygzmxoni18xly.net,newgoz
dga,q515er1xuml9s3gc0u4imbrjt,q515er1xuml9s3gc0u4imbrjt.net,gameoverdga
dga,omaikrgcqvot,omaikrgcqvot.com,cryptolocker
dga,inwqeagmghpksts,inwqeagmghpksts.ru,cryptolocker
dga,vtkcwo7py0y3zcrcb11jjibba,vtkcwo7py0y3zcrcb11jjibba.com,gameoverdga
dga,xfedrcamnvuojzbmfqjznjetq,xfedrcamnvuojzbmfqjznjetq.ru,goz
dga,qlunuvrfsficvulhaspfn,qlunuvrfsficvulhaspfn.cx,necurs
dga,1x3iwg8rcrgrg178utnw1ftpocu,1x3iwg8rcrgrg178utnw1ftpocu.org,newgoz
dga,frontwash,frontwash.net,nivdort
dga,gjqdcxmctjpocs,gjqdcxmctjpocs.ru,cryptolocker
dga,xamstargayjdvxcin,xamstargayjdvxcin.kz,necurs
dga,jlppfbdxiktisohk,jlppfbdxiktisohk.tw,necurs
dga,txjkxodgpnnosd,txjkxodgpnnosd.ru,cryptolocker
dga,rvwklgsmadikhu,rvwklgsmadikhu.ru,cryptolocker
dga,1nljxx515dwluk18itr4i17ikpns,1nljxx515dwluk18itr4i17ikpns.org,newgoz
dga,noberhb,noberhb.tv,necurs
dga,shehgrwhqxha,shehgrwhqxha.de,necurs
dga,kllsljlkgyjyx,kllsljlkgyjyx.ru,cryptolocker
dga,xpjrxmpxofjh,xpjrxmpxofjh.ru,cryptolocker
dga,4agruy19awa3c19r154w1obnyoe,4agruy19awa3c19r154w1obnyoe.org,gameoverdga
dga,hfomrnwgcvtcx,hfomrnwgcvtcx.ru,cryptolocker
dga,xdnrf1nnpw301de2zvrak4pmv,xdnrf1nnpw301de2zvrak4pmv.org,newgoz
dga,unq7yxmsm057xbaqnxkxnyi,unq7yxmsm057xbaqnxkxnyi.net,newgoz
dga,1pbdsfp1kaypnp1mp48ap1x0h82i,1pbdsfp1kaypnp1mp48ap1x0h82i.biz,newgoz
dga,1cnpweu1e8cnm8p0zbxfn4v7bc,1cnpweu1e8cnm8p0zbxfn4v7bc.net,gameoverdga
dga,pstctcdf,pstctcdf.ms,necurs
dga,bjommqxanjqsc,bjommqxanjqsc.net,cryptolocker
dga,visitshow,visitshow.net,nivdort
dga,mgqbbsmubcyaxp,mgqbbsmubcyaxp.ru,cryptolocker
dga,qctteplyumytvw,qctteplyumytvw.ru,cryptolocker
dga,qqfvdvjcsumidj,qqfvdvjcsumidj.ru,cryptolocker
dga,gturwovdmnwntvxbqe,gturwovdmnwntvxbqe.im,necurs
dga,qhhslltegmfe,qhhslltegmfe.net,cryptolocker
dga,hdciibpijibubgi,hdciibpijibubgi.bz,necurs
dga,uhkjxslcdcdxe,uhkjxslcdcdxe.ru,cryptolocker
dga,grirlbxfvheetn,grirlbxfvheetn.to,necurs
dga,pdigwcpjqijddsuqn,pdigwcpjqijddsuqn.ki,necurs
dga,nakdggocixsu,nakdggocixsu.info,cryptolocker
dga,ilfxyeyqldjdrb,ilfxyeyqldjdrb.ru,cryptolocker
dga,bkijsyvmwbyp,bkijsyvmwbyp.ru,cryptolocker
dga,vreip11g9lfq9arhd4c10tvorm,vreip11g9lfq9arhd4c10tvorm.net,gameoverdga
dga,wqidpsngbwxosl,wqidpsngbwxosl.ru,cryptolocker
dga,musicaugust,musicaugust.net,nivdort
dga,1d6bi4dq4r2jo4mp7n8zeru8k,1d6bi4dq4r2jo4mp7n8zeru8k.net,newgoz
dga,sicksome,sicksome.net,nivdort
dga,yafutyigheip,yafutyigheip.ru,cryptolocker
dga,nakrqjoejqvu,nakrqjoejqvu.ru,cryptolocker
dga,kfrxtjrdbiappjhekzmrypir,kfrxtjrdbiappjhekzmrypir.ru,goz
dga,bmpilgwhpfuqbcw,bmpilgwhpfuqbcw.ru,cryptolocker
dga,qaebfalcqktwqfc,qaebfalcqktwqfc.ru,cryptolocker
dga,ksdwfgxjonypwx,ksdwfgxjonypwx.ru,cryptolocker
dga,3qo3be1rookcixu38cq1t493n2,3qo3be1rookcixu38cq1t493n2.com,newgoz
dga,wanmmtvvftarvahjfpd,wanmmtvvftarvahjfpd.com,necurs
dga,mckxyxnvlnkdlb,mckxyxnvlnkdlb.ru,cryptolocker
dga,triedgrow,triedgrow.net,nivdort
dga,irbyhekfcqfqojypderrchmzxgfu,irbyhekfcqfqojypderrchmzxgfu.ru,goz
dga,59zk6wv1k94k1amjwfl1lr7j8i,59zk6wv1k94k1amjwfl1lr7j8i.org,newgoz
dga,judmuibpxqtqpj,judmuibpxqtqpj.cx,necurs
dga,fcyjmxjxyngybak,fcyjmxjxyngybak.ru,cryptolocker
dga,bywjcrjbmxid,bywjcrjbmxid.ru,cryptolocker
dga,hairraise,hairraise.net,nivdort
dga,hchqjgdpxxwl,hchqjgdpxxwl.ru,cryptolocker
dga,brayahwwfwvcv,brayahwwfwvcv.ru,cryptolocker
dga,xaowtamdeswhlxl,xaowtamdeswhlxl.ru,cryptolocker
dga,19ydmikd1r8sjeiwgyweai0tf,19ydmikd1r8sjeiwgyweai0tf.net,newgoz
dga,humanmail,humanmail.net,nivdort
dga,sighttuesday,sighttuesday.net,nivdort
dga,xqotb6vx3ey015e1mc1f10wl5,xqotb6vx3ey015e1mc1f10wl5.net,gameoverdga
dga,lyornkpndminjn,lyornkpndminjn.ru,cryptolocker
dga,tyqrjup,tyqrjup.eu,necurs
dga,songthank,songthank.net,nivdort
dga,n9jsp9pzvx221f0heqw1o5bix1,n9jsp9pzvx221f0heqw1o5bix1.net,gameoverdga
dga,vshfusnuxyykw,vshfusnuxyykw.ru,cryptolocker
dga,ssawybroyrlq,ssawybroyrlq.ru,cryptolocker
dga,docbxxnrctjllk,docbxxnrctjllk.ru,cryptolocker
dga,heflmqbxxhlo,heflmqbxxhlo.ru,cryptolocker
dga,ardbmqwynxlasgrwv,ardbmqwynxlasgrwv.su,necurs
dga,kayixrmslepplf,kayixrmslepplf.ru,cryptolocker
dga,gimgygulfdyludyhdwfahytqo,gimgygulfdyludyhdwfahytqo.ru,goz
dga,sfgplbzzwbp3ap6ya4lcyim,sfgplbzzwbp3ap6ya4lcyim.org,gameoverdga
dga,2zlc0lj6n9ahsgebcgdr85nh,2zlc0lj6n9ahsgebcgdr85nh.org,newgoz
dga,wfmyprcpfvntfj,wfmyprcpfvntfj.ru,cryptolocker
dga,1hdk3cjywbh071tr4geujvd36e,1hdk3cjywbh071tr4geujvd36e.org,gameoverdga
dga,leyoxqrgsadopr,leyoxqrgsadopr.ru,cryptolocker
dga,dobkqumdvqabtj,dobkqumdvqabtj.info,cryptolocker
dga,jpsyoxouusredtu,jpsyoxouusredtu.ru,cryptolocker
dga,myvlulqiqieiyo,myvlulqiqieiyo.com,cryptolocker
dga,rtdtsbehtsyad,rtdtsbehtsyad.ru,cryptolocker
dga,gitpieunpkenuu,gitpieunpkenuu.ru,cryptolocker
dga,gvnbeqwlgyhj,gvnbeqwlgyhj.ru,cryptolocker
dga,lmsdmoppnpvphp,lmsdmoppnpvphp.ru,cryptolocker
dga,cazlbmzhwyxjfkfrkqkfykpv,cazlbmzhwyxjfkfrkqkfykpv.ru,goz
dga,onjrucccqineiozlmqsbygm,onjrucccqineiozlmqsbygm.ru,goz
dga,lbatsdhuwdqkztplvgqgy,lbatsdhuwdqkztplvgqgy.ru,goz
dga,pickrest,pickrest.net,nivdort
dga,hkljwolhilhe,hkljwolhilhe.ru,cryptolocker
dga,1k1fpxo7w8ocu16e9ucv1yod7h8,1k1fpxo7w8ocu16e9ucv1yod7h8.net,gameoverdga
dga,kloglggvehhc,kloglggvehhc.ru,cryptolocker
dga,xojluskdhnlu,xojluskdhnlu.ru,cryptolocker
dga,lefeetxscwudhq,lefeetxscwudhq.ru,cryptolocker
dga,faircolor,faircolor.net,nivdort
dga,areultttsmbrk,areultttsmbrk.bz,necurs
dga,rbzegewm2x3u113eogi1w47vz,rbzegewm2x3u113eogi1w47vz.net,gameoverdga
dga,lqqurevahgppe,lqqurevahgppe.info,cryptolocker
dga,lkjrgdkhxqinhs,lkjrgdkhxqinhs.org,cryptolocker
dga,1kjazy060nykacbbkvm7ud9vy,1kjazy060nykacbbkvm7ud9vy.org,newgoz
dga,acshaqmpecner,acshaqmpecner.ru,cryptolocker
dga,1dky4oh1qpavddrs63nq498z9f,1dky4oh1qpavddrs63nq498z9f.org,gameoverdga
dga,1b715881fztnyq1lcs9v0pezawz,1b715881fztnyq1lcs9v0pezawz.biz,gameoverdga
dga,feptgmnk,feptgmnk.im,necurs
dga,jviqpamrhylsu,jviqpamrhylsu.ru,cryptolocker
dga,1liur161gze6n5ff64zeibmei8,1liur161gze6n5ff64zeibmei8.com,newgoz
dga,sykjvkbnvdqdns,sykjvkbnvdqdns.ru,cryptolocker
dga,fyybiouagqlr,fyybiouagqlr.co,necurs
dga,spotaunt,spotaunt.net,nivdort
dga,ysgq08rsoylg2gg91a1uclts,ysgq08rsoylg2gg91a1uclts.net,newgoz
dga,ptfuybcaqoesh,ptfuybcaqoesh.com,cryptolocker
dga,bibcxuliggeislv,bibcxuliggeislv.ru,cryptolocker
dga,drinkgreen,drinkgreen.net,nivdort
dga,uowgjalhexotv,uowgjalhexotv.ru,cryptolocker
dga,wmxeckevnmapleb,wmxeckevnmapleb.ru,cryptolocker
dga,cniknslnrtrvuq,cniknslnrtrvuq.ru,cryptolocker
dga,tjimnoxekkittin,tjimnoxekkittin.ru,cryptolocker
dga,dutythrow,dutythrow.net,nivdort
dga,sgvmsn1bbt7fl1dvvrk61gxlu3m,sgvmsn1bbt7fl1dvvrk61gxlu3m.net,newgoz
dga,jointhey,jointhey.net,nivdort
dga,bcsuqudgryovluyesrgfn,bcsuqudgryovluyesrgfn.mn,necurs
dga,m5hjt81truy3i100evb366w60d,m5hjt81truy3i100evb366w60d.org,gameoverdga
dga,vlsnsxrojulaxr,vlsnsxrojulaxr.ru,cryptolocker
dga,joinkill,joinkill.net,nivdort
dga,1ysb4ymdb6rmp1mopyk91qeq3l4,1ysb4ymdb6rmp1mopyk91qeq3l4.org,newgoz
dga,ntgpievmdyoqih,ntgpievmdyoqih.ru,cryptolocker
dga,mxbotdvad,mxbotdvad.ir,necurs
dga,gtvptcsyjcai,gtvptcsyjcai.ru,cryptolocker
dga,1bh5u441iwnsux15hoylulkz8wb,1bh5u441iwnsux15hoylulkz8wb.net,newgoz
dga,ehuerujqdevb,ehuerujqdevb.ru,cryptolocker
dga,14lvowy1ma0n4o1ae25kh1qygnq0,14lvowy1ma0n4o1ae25kh1qygnq0.net,gameoverdga
dga,crwbnlgpydftpx,crwbnlgpydftpx.ru,cryptolocker
dga,qqillniluxbb,qqillniluxbb.ru,cryptolocker
dga,ehqqymhmjeenrgd,ehqqymhmjeenrgd.ru,cryptolocker
dga,hwvpvuqqywbp,hwvpvuqqywbp.ru,cryptolocker
dga,iketnigcpwwldo,iketnigcpwwldo.im,necurs
dga,jpwbqhkkonjsn,jpwbqhkkonjsn.ru,cryptolocker
dga,jisrkqwvoxxxu,jisrkqwvoxxxu.ru,cryptolocker
dga,ryxgkpfdgwwnvh,ryxgkpfdgwwnvh.ru,cryptolocker
dga,emlrxoucbijlfyttjvlpzcmeyor,emlrxoucbijlfyttjvlpzcmeyor.ru,goz
dga,feltthey,feltthey.net,nivdort
dga,mbomqflocybgnhrw,mbomqflocybgnhrw.eu,necurs
dga,qcdsfjyqwneuis,qcdsfjyqwneuis.info,cryptolocker
dga,lacpixnsxsyrmk,lacpixnsxsyrmk.ru,cryptolocker
dga,1jmde5rjbqmnn1bjk4vz1qo4lwm,1jmde5rjbqmnn1bjk4vz1qo4lwm.com,newgoz
dga,ebbkrirgpjivccivu,ebbkrirgpjivccivu.co,necurs
dga,riuoytydepavvvv,riuoytydepavvvv.biz,cryptolocker
dga,xarrqifrwtrxqxy,xarrqifrwtrxqxy.ru,cryptolocker
dga,fqwqjacflcrdgg,fqwqjacflcrdgg.biz,cryptolocker
dga,80ejdo1x2qldb1f65vja1imt7fg,80ejdo1x2qldb1f65vja1imt7fg.org,newgoz
dga,1hwrr5o147bgf7eqx24cgn0clw,1hwrr5o147bgf7eqx24cgn0clw.com,newgoz
dga,akodcxtjthgrj,akodcxtjthgrj.ru,cryptolocker
dga,11ldi601u4cr141bnphp519xhp6,11ldi601u4cr141bnphp519xhp6.net,newgoz
dga,fa4r8tou7z4a57e7up8foe7,fa4r8tou7z4a57e7up8foe7.com,newgoz
dga,1olmi9k1bw7k4dwck09q1faqskx,1olmi9k1bw7k4dwck09q1faqskx.net,gameoverdga
dga,132zgpdkosu1i1ng5mb134wki2,132zgpdkosu1i1ng5mb134wki2.net,newgoz
dga,tafmlihihmwmrb,tafmlihihmwmrb.ru,cryptolocker
dga,hqtfezdbbaxcmbhjnucvkdqpkb,hqtfezdbbaxcmbhjnucvkdqpkb.ru,goz
dga,ircgnqgqiwx,ircgnqgqiwx.ms,necurs
dga,1b3z0xx7fsdml14n7772z0hyie,1b3z0xx7fsdml14n7772z0hyie.net,gameoverdga
dga,lecmaenylrffv,lecmaenylrffv.ru,cryptolocker
dga,dc9acef1d40a819b8fae5982ecba3fb2,dc9acef1d40a819b8fae5982ecba3fb2.org,bamital
dga,xcrotrgbyvwuinobpztdtslxc,xcrotrgbyvwuinobpztdtslxc.ru,goz
dga,djdlylarjq,djdlylarjq.nu,necurs
dga,thensound,thensound.net,nivdort
dga,yktsybmjdpuowx,yktsybmjdpuowx.ru,cryptolocker
dga,2a50089de733fcb3ad58f3c150b92581,2a50089de733fcb3ad58f3c150b92581.org,bamital
dga,jnfiayeixcrcxhegeeqgpbaeqov,jnfiayeixcrcxhegeeqgpbaeqov.ru,goz
dga,mhdvnabqmbwehm,mhdvnabqmbwehm.ru,cryptolocker
dga,4f3ao51uarvf9k3c440ijalla,4f3ao51uarvf9k3c440ijalla.biz,gameoverdga
dga,uylyriwskonkx,uylyriwskonkx.ru,cryptolocker
dga,cnaysaessevooyt,cnaysaessevooyt.ru,cryptolocker
dga,movetell,movetell.net,nivdort
dga,1cu2k0q1p5m5b914bpdwd1arm3vu,1cu2k0q1p5m5b914bpdwd1arm3vu.net,newgoz
dga,1wl2qz41hyup61psbctstq7ija,1wl2qz41hyup61psbctstq7ija.net,gameoverdga
dga,mu6aud191lexy1t3ygc1lc08g1,mu6aud191lexy1t3ygc1lc08g1.com,gameoverdga
dga,1xhj8a7i4fg8w1xb9ehlxsdhwj,1xhj8a7i4fg8w1xb9ehlxsdhwj.biz,newgoz
dga,1r5mg491micjc91jbdn7g112mzcl,1r5mg491micjc91jbdn7g112mzcl.com,gameoverdga
dga,9nvsho10knaep1ur3ehp1qdhe82,9nvsho10knaep1ur3ehp1qdhe82.biz,newgoz
dga,southwear,southwear.net,nivdort
dga,sjbnxmycwwqqcl,sjbnxmycwwqqcl.ru,cryptolocker
dga,1blqa5c1ca9ie1vo3we213jz7jz,1blqa5c1ca9ie1vo3we213jz7jz.org,gameoverdga
dga,oca7e719vbq7e7yujnu1eqga1b,oca7e719vbq7e7yujnu1eqga1b.com,newgoz
dga,kdci861x7egnltx9yj113b6iq7,kdci861x7egnltx9yj113b6iq7.org,newgoz
dga,iqqnmpbhrelx,iqqnmpbhrelx.info,cryptolocker
dga,ecae199d304eaea846e8c6af8bebf374,ecae199d304eaea846e8c6af8bebf374.org,bamital
dga,qcptcjnlfcxkxsxtcdtxwqwa,qcptcjnlfcxkxsxtcdtxwqwa.ru,goz
dga,bm380u152w9eb1ni72181myiejv,bm380u152w9eb1ni72181myiejv.net,newgoz
dga,ohqikapowkqe,ohqikapowkqe.net,necurs
dga,ovdofxscbnsxafo,ovdofxscbnsxafo.ru,cryptolocker
dga,uponmarry,uponmarry.net,nivdort
dga,sgdpqdoberon,sgdpqdoberon.ru,cryptolocker
dga,eoimdeeoakrnabk,eoimdeeoakrnabk.cc,necurs
dga,dxqfiyqipnhebg,dxqfiyqipnhebg.ru,cryptolocker
dga,oiynjwqgjqlmnee,oiynjwqgjqlmnee.info,cryptolocker
dga,jumpcold,jumpcold.net,nivdort
dga,1jij7jk1iklaihde6pz04e9xlp,1jij7jk1iklaihde6pz04e9xlp.com,gameoverdga
dga,uxylsdbqwltgsy,uxylsdbqwltgsy.ru,cryptolocker
dga,1nx4fhp1n30sn01ab62jhs049y,1nx4fhp1n30sn01ab62jhs049y.biz,gameoverdga
dga,aajbhcvfgoqpkc,aajbhcvfgoqpkc.co.uk,cryptolocker
dga,nitjvclukihug,nitjvclukihug.ru,cryptolocker
dga,rcvgegtthsool,rcvgegtthsool.ru,cryptolocker
dga,e63eln1e6au5qlf6rhf15bref8,e63eln1e6au5qlf6rhf15bref8.net,newgoz
dga,jlcqubadrgwfffxqm,jlcqubadrgwfffxqm.ru,necurs
dga,aglretnncsco,aglretnncsco.ru,cryptolocker
dga,qnjqmmuuatvn,qnjqmmuuatvn.ru,cryptolocker
dga,qwunbihtqgee,qwunbihtqgee.ru,cryptolocker
dga,nm9csgu63p821u638mt10ramtm,nm9csgu63p821u638mt10ramtm.net,newgoz
dga,dtjancpqhfsv,dtjancpqhfsv.net,cryptolocker
dga,gjewcvqkxbdorfl,gjewcvqkxbdorfl.ru,cryptolocker
dga,piqieqhgfqrhhdo,piqieqhgfqrhhdo.ru,cryptolocker
dga,pbcxsrlvvcxvd,pbcxsrlvvcxvd.ru,cryptolocker
dga,nwvwpuwsjdkxp,nwvwpuwsjdkxp.ru,cryptolocker
dga,wifesleep,wifesleep.net,nivdort
dga,wifeguide,wifeguide.net,nivdort
dga,yaiyhoykpqshl,yaiyhoykpqshl.ru,cryptolocker
dga,16vm8cc167pyar44dybgpe3hkc,16vm8cc167pyar44dybgpe3hkc.org,newgoz
dga,rtgdcqblkuwfrvv,rtgdcqblkuwfrvv.ru,cryptolocker
dga,luoysfoioqmmhrt,luoysfoioqmmhrt.co.uk,cryptolocker
dga,mqfeggulfrmwhjgqqf,mqfeggulfrmwhjgqqf.com,necurs
dga,fsnyamqxbsbp,fsnyamqxbsbp.ru,cryptolocker
dga,ukbtwpvwqkdxpjifxmfbqnz,ukbtwpvwqkdxpjifxmfbqnz.ru,goz
dga,rithxfkwmflbxj,rithxfkwmflbxj.ru,cryptolocker
dga,uyphoykvvmxetnf,uyphoykvvmxetnf.ru,cryptolocker
dga,spendover,spendover.net,nivdort
dga,nqqmvfylufhuk,nqqmvfylufhuk.info,cryptolocker
dga,1wllvq010x92814l5gr5eoyuku,1wllvq010x92814l5gr5eoyuku.com,newgoz
dga,6jkexm1brmn4t1siwzxfujd9fy,6jkexm1brmn4t1siwzxfujd9fy.org,gameoverdga
dga,1lc8tbh435ib51ep327li1jn0z,1lc8tbh435ib51ep327li1jn0z.org,newgoz
dga,bludmvbxnqlv,bludmvbxnqlv.com,cryptolocker
dga,pargotuldwmihk,pargotuldwmihk.ru,cryptolocker
dga,nokkabdfqievbng,nokkabdfqievbng.ru,cryptolocker
dga,bptmnvidckq,bptmnvidckq.su,necurs
dga,lcdxoafsqyyek,lcdxoafsqyyek.info,cryptolocker
dga,qxthjmbhujph,qxthjmbhujph.ru,cryptolocker
dga,sundaymail,sundaymail.net,nivdort
dga,iysqopsiipmdvh,iysqopsiipmdvh.ru,cryptolocker
dga,1of46v11fy97nsth917a1wx2zk7,1of46v11fy97nsth917a1wx2zk7.biz,gameoverdga
dga,xnfepbxhuhdtuqr,xnfepbxhuhdtuqr.ru,cryptolocker
dga,ldywougivdamztklqcgukz,ldywougivdamztklqcgukz.ru,goz
dga,whaboqepuotfcw,whaboqepuotfcw.com,cryptolocker
dga,ufosidmewtqx,ufosidmewtqx.biz,cryptolocker
dga,iuwpaqudfdjyfqt,iuwpaqudfdjyfqt.mn,necurs
dga,mlmqncnljlwpv,mlmqncnljlwpv.ru,cryptolocker
dga,1hs4317wz1e0v1s1jnqc1yp0eqx,1hs4317wz1e0v1s1jnqc1yp0eqx.net,newgoz
dga,lwcenxedvjvcxqt,lwcenxedvjvcxqt.biz,cryptolocker
dga,i81prs8wjs861qcsif71cyeooq,i81prs8wjs861qcsif71cyeooq.com,newgoz
dga,southhelp,southhelp.net,nivdort
dga,jlljsxwrfkys,jlljsxwrfkys.ru,cryptolocker
dga,maudmjvij,maudmjvij.xxx,necurs
dga,lllndsiljokku,lllndsiljokku.ru,cryptolocker
dga,septemberfish,septemberfish.net,nivdort
dga,bhonnvsjryhpbmhlbbiifb,bhonnvsjryhpbmhlbbiifb.ru,goz
legit,teacherspayteachers,teacherspayteachers.com,alexa
legit,animespirit,animespirit.ru,alexa
legit,pyramidcollection,pyramidcollection.com,legit
legit,callingcardconnect,callingcardconnect.com,legit
legit,undertonevideo,undertonevideo.com,legit
legit,estadiovip,estadiovip.com.br,legit
legit,dashboard,dashboard.io,legit
legit,mifan365,mifan365.com,legit
legit,chare,chare.ir,alexa
legit,recreativ,recreativ.ru,alexa
legit,roadkilltshirts,roadkilltshirts.com,legit
legit,businessmarketingreview,businessmarketingreview.com,alexa
legit,800notes,800notes.com,alexa
legit,taxifarefinder,taxifarefinder.com,legit
legit,webtrackerplus,webtrackerplus.com,legit
legit,therecord,therecord.com,legit
legit,wuseyun,wuseyun.com,legit
legit,kabbage,kabbage.com,alexa
legit,1japansextube,1japansextube.com,alexa
legit,skidrowgames,skidrowgames.net,alexa
legit,googletagmanager,googletagmanager.com,alexa
legit,iperceramica,iperceramica.it,legit
legit,yourlocallotto,yourlocallotto.com,legit
legit,mebelkart,mebelkart.com,alexa
legit,goodlookingloser,goodlookingloser.com,alexa
legit,strictthemes,strictthemes.com,alexa
legit,tupatrocinio,tupatrocinio.com,legit
legit,sitevote,sitevote.info,legit
legit,openstat,openstat.ru,alexa
legit,yuanyuelh,yuanyuelh.com,legit
legit,avathemes,avathemes.com,legit
legit,hastane,hastane.com.tr,legit
legit,sasa,sasa.com,alexa
legit,live4fun,live4fun.ru,legit
