isDGA,domain,host,subclass
legit,buyhatke,buyhatke.com,alexa
legit,postdirect,postdirect.com,legit
legit,vlaanderen,vlaanderen.be,alexa
legit,usatodayclassifieds,usatodayclassifieds.com,legit
legit,littlebyte,littlebyte.net,alexa
legit,sexmoney,sexmoney.com,alexa
legit,pbs,pbs.org,alexa
legit,macdigger,macdigger.ru,alexa
legit,groceryshopforfree,groceryshopforfree.com,legit
legit,wikiislam,wikiislam.net,legit
legit,satollo,satollo.net,alexa
legit,hd-rulez,hd-rulez.info,legit
legit,justonenetwork,justonenetwork.com,alexa
legit,sitiope,sitiope.com,legit
legit,quehoroscopo,quehoroscopo.com,legit
legit,mysarkarinaukri,mysarkarinaukri.com,alexa
legit,phorum,phorum.pl,alexa
legit,quotescover,quotescover.com,alexa
legit,blackgirllonghair,blackgirllonghair.com,alexa
legit,998pu,998pu.com,alexa
legit,theglobeandmail,theglobeandmail.com,alexa
legit,mundomedia,mundomedia.com,alexa
legit,warbyparker,warbyparker.com,alexa
legit,jordomedia,jordomedia.com,legit
legit,liveitgorgeous,liveitgorgeous.com,legit
legit,snacktools,snacktools.com,alexa
legit,podfm,podfm.ru,alexa
legit,mycandylove,mycandylove.com,legit
legit,newpost,newpost.gr,alexa
legit,lollapalooza,lollapalooza.com,alexa
legit,long-mcquade,long-mcquade.com,legit
legit,clickvoyager,clickvoyager.com,legit
legit,resume-now,resume-now.com,legit
legit,dicksmith,dicksmith.com.au,alexa
legit,tv-porinternet,tv-porinternet.com,legit
legit,mediadico,mediadico.com,legit
legit,protennislive,protennislive.com,alexa
legit,mazikaclub,mazikaclub.com,legit
legit,elmostrador,elmostrador.cl,alexa
legit,mrandmrssmith,mrandmrssmith.com,alexa
legit,haoyisheng,haoyisheng.com,legit
legit,sucking,sucking.cc,legit
legit,packardbell,packardbell.com,legit
legit,southernbellaswaystosave,southernbellaswaystosave.com,legit
legit,zzadmin,zzadmin.com,alexa
legit,loljp,loljp-wiki.tk,alexa
legit,citizensvoice,citizensvoice.com,legit
legit,xintaibbs,xintaibbs.com,alexa
legit,maadiran,maadiran.com,legit
legit,4umarket,4umarket.gr,legit
legit,modernmedicine,modernmedicine.com,alexa
legit,waspada,waspada.co.id,legit
legit,minijuegos,minijuegos.com,alexa
legit,connexity,connexity.com,legit
legit,raetsel-hilfe,raetsel-hilfe.de,legit
legit,ronpaulforums,ronpaulforums.com,legit
legit,garancedore,garancedore.fr,alexa
legit,pdashop,pdashop.nl,legit
legit,sorubak,sorubak.com,legit
legit,watchmovies,watchmovies-online.ch,alexa
legit,pointshop,pointshop.dk,legit
legit,xiaosege,xiaosege.com,legit
legit,alegratka,alegratka.pl,alexa
legit,bigseekpro,bigseekpro.com,legit
legit,euarticles,euarticles.net,legit
legit,kisalfold,kisalfold.hu,legit
legit,mediavacances,mediavacances.com,legit
legit,techsupportforum,techsupportforum.com,alexa
legit,800disk,800disk.com,legit
legit,pinlehuo,pinlehuo.com,alexa
legit,ajinomoto-kenko,ajinomoto-kenko.com,legit
legit,essiacproducts,essiacproducts.com,legit
legit,refworks,refworks.com,legit
legit,webdesignfromscratch,webdesignfromscratch.com,legit
legit,chartbeat,chartbeat.com,alexa
legit,viralnewsworld,viralnewsworld.com,alexa
legit,adarrive,adarrive.com,alexa
legit,healthinfo,healthinfo.ua,legit
legit,xinrong,xinrong.com,alexa
legit,marktjagd,marktjagd.de,alexa
legit,15min,15min.lt,alexa
legit,pchelpforum,pchelpforum.ru,legit
legit,sidn,sidn.nl,alexa
legit,mycheckfree,mycheckfree.com,alexa
legit,medipartner,medipartner.jp,alexa
legit,s-kanava,s-kanava.net,legit
legit,onlinemarketingtips,onlinemarketingtips.in,alexa
legit,eways,eways.co,alexa
legit,rybbaby,rybbaby.com,alexa
legit,foodtruckr,foodtruckr.com,alexa
legit,wallpaperstop,wallpaperstop.com,legit
legit,tra,tra.gov.tw,alexa
legit,businessvibes,businessvibes.com,alexa
legit,administrator,administrator.de,alexa
legit,machexpo,machexpo.kz,legit
legit,mahaconnect,mahaconnect.in,legit
legit,sublet,sublet.com,alexa
legit,efe,efe.com,alexa
legit,animestigma,animestigma.com,alexa
legit,hnzxyy,hnzxyy.com,alexa
legit,newfrog,newfrog.com,legit
legit,routeripaddress,routeripaddress.com,legit
legit,xchange,xchange.cc,alexa
legit,cashgenerator,cashgenerator.co.uk,legit
legit,callbuster,callbuster.net,legit
legit,linekong,linekong.com,alexa
legit,serpmonster,serpmonster.pl,legit
legit,am15,am15.net,alexa
legit,diariocorreo,diariocorreo.pe,alexa
legit,happify,happify.com,legit
legit,proline,proline.lv,legit
legit,interiorspread,interiorspread.com,legit
legit,pussyspot,pussyspot.net,legit
legit,anaqamaghribia,anaqamaghribia.com,legit
legit,cthouse,cthouse.com.tw,legit
legit,schools9,schools9.com,legit
legit,losviajeros,losviajeros.com,alexa
legit,ip-tracker,ip-tracker.org,legit
legit,filenori,filenori.com,alexa
legit,pizquita,pizquita.com,legit
legit,carolinedaily,carolinedaily.com,legit
legit,chinaauto,chinaauto.com.cn,alexa
legit,cityline,cityline.ca,legit
legit,sainsonic,sainsonic.com,legit
legit,interbrand,interbrand.com,legit
legit,mybloggerthemes,mybloggerthemes.com,alexa
legit,mamasandpapas,mamasandpapas.ru,legit
legit,xkcd,xkcd.com,alexa
legit,gleasy,gleasy.com,alexa
legit,e-dasher,e-dasher.com,legit
legit,sportsport,sportsport.ba,alexa
legit,irlgov,irlgov.ie,alexa
legit,posterplate,posterplate.pl,legit
legit,freeclassifiedlistings,freeclassifiedlistings.com,legit
legit,paidtoexist,paidtoexist.com,legit
legit,sport195,sport195.com,alexa
legit,lafucina,lafucina.it,alexa
legit,mm111,mm111.net,alexa
legit,chameleons,chameleons-download.com,alexa
legit,allepaginas,allepaginas.nl,legit
legit,wartune,wartune.tv,legit
legit,nycitybusinessnews,nycitybusinessnews.com,alexa
legit,kinguin,kinguin.net,alexa
legit,babesnetwork,babesnetwork.com,alexa
legit,allthewebsites,allthewebsites.org,alexa
legit,excelpx,excelpx.com,legit
legit,wholeliving,wholeliving.com,legit
legit,socialflow,socialflow.com,legit
legit,alibench,alibench.com,legit
legit,swiki,swiki.jp,alexa
legit,dev4press,dev4press.com,legit
legit,sexmatchbook,sexmatchbook.com,legit
legit,boxinwen,boxinwen.com,alexa
legit,mexxaseonetworks,mexxaseonetworks.com,legit
legit,sexxxhd,sexxxhd.com,legit
legit,tvboxnow,tvboxnow.com,alexa
legit,videa,videa.hu,alexa
legit,myrunclick,myrunclick.com,alexa
legit,withings,withings.com,alexa
legit,recordonline,recordonline.com,legit
legit,fanbridge,fanbridge.com,alexa
legit,022china,022china.com,alexa
legit,ebird,ebird.org,alexa
legit,malayogamonline,malayogamonline.com,legit
legit,jobs,jobs.net,alexa
legit,jtl-software,jtl-software.de,legit
legit,top1health,top1health.com,alexa
legit,unionyucatan,unionyucatan.mx,legit
legit,theasianparent,theasianparent.com,alexa
legit,pixelcolourgreen,pixelcolourgreen.com,legit
legit,bloggerexp,bloggerexp.com,legit
legit,369518,369518.com,alexa
legit,news-eleven,news-eleven.com,legit
legit,elmaidane,elmaidane.com,alexa
legit,gamersyde,gamersyde.com,alexa
legit,buddytv,buddytv.com,alexa
legit,deluxeblogtips,deluxeblogtips.com,legit
legit,samakal,samakal.net,alexa
legit,knifriend,knifriend.com,legit
legit,andalucia,andalucia.com,legit
legit,inspirythemesdemo,inspirythemesdemo.com,alexa
legit,receitas,receitas.com,legit
legit,freshporntube,freshporntube.xxx,legit
legit,sendapplicationget,sendapplicationget.com,legit
legit,baijialeba,baijialeba.net,legit
legit,wxyz,wxyz.com,alexa
legit,bigvisionbusiness,bigvisionbusiness.com,legit
legit,acnestudios,acnestudios.com,alexa
legit,royalcm,royalcm.com,legit
legit,socialengineforum,socialengineforum.com,legit
legit,bilgicik,bilgicik.com,legit
legit,playtech,playtech.ro,legit
legit,paizo,paizo.com,alexa
legit,txtlinks,txtlinks.com,legit
legit,allainjules,allainjules.com,alexa
legit,buzzpo,buzzpo.com,alexa
legit,anonhq,anonhq.com,alexa
legit,shouyoushe,shouyoushe.com,alexa
legit,cn280,cn280.com,alexa
legit,tresellers,tresellers.com,alexa
legit,tocana,tocana.jp,alexa
legit,333site,333site.com,legit
legit,torrentgun,torrentgun.net,alexa
legit,trafficblackbook,trafficblackbook.com,legit
legit,everythingbutt,everythingbutt.com,alexa
legit,bradfordexchange,bradfordexchange.com,legit
legit,ironhorse,ironhorse.ru,alexa
legit,venezuelaaldia,venezuelaaldia.com,alexa
legit,rsc,rsc.org,alexa
legit,adespresso,adespresso.com,alexa
legit,voxcinemas,voxcinemas.com,alexa
legit,clickmein,clickmein.com,legit
legit,motherhoodstuffs,motherhoodstuffs.com,legit
legit,chloeandisabel,chloeandisabel.com,alexa
legit,bluebreeze,bluebreeze.co.kr,alexa
legit,fullonlinefilmizle,fullonlinefilmizle.com,alexa
legit,thethaovanhoa,thethaovanhoa.vn,alexa
legit,lotus-watches,lotus-watches.com,legit
legit,kadoebi,kadoebi.co.jp,legit
legit,danejones,danejones.com,legit
legit,sbnation,sbnation.com,alexa
legit,buhgalteria,buhgalteria.ru,legit
legit,theattractionforums,theattractionforums.com,legit
legit,tabonito,tabonito.pt,alexa
legit,royallib,royallib.ru,alexa
legit,fuyang,fuyang.com,alexa
legit,infoonlinepages,infoonlinepages.com,legit
legit,weblistingonline,weblistingonline.com,legit
legit,maxxinternet,maxxinternet.com.br,legit
legit,fashionfabricsclub,fashionfabricsclub.com,legit
legit,wonderplugin,wonderplugin.com,alexa
legit,loligames,loligames.com,legit
legit,dg163,dg163.cn,alexa
legit,expressjs,expressjs.com,alexa
legit,pinsta,pinsta.me,alexa
legit,posterous,posterous.com,alexa
legit,cnevids,cnevids.com,legit
legit,amusingplanet,amusingplanet.com,alexa
legit,pnas,pnas.org,alexa
legit,techz,techz.vn,alexa
legit,blendtec,blendtec.com,legit
legit,muji,muji.net,alexa
legit,juweixin,juweixin.com,alexa
legit,1doost,1doost.com,alexa
legit,roundtablepizza,roundtablepizza.com,legit
legit,hankyu,hankyu-travel.com,alexa
legit,kyleleon,kyleleon-customizedfatloss.com,alexa
legit,jurisway,jurisway.org.br,alexa
legit,hofer-reisen,hofer-reisen.at,legit
legit,shitbrix,shitbrix.com,legit
legit,echinatoursonline,echinatoursonline.com,legit
legit,mymangosteen,mymangosteen.com,legit
legit,freetemplatesonline,freetemplatesonline.com,alexa
legit,wscom,wscom.com.br,alexa
legit,videosbang,videosbang.com,legit
legit,dianying,dianying.tw,legit
legit,imtalk,imtalk.org,alexa
legit,taamolnews,taamolnews.ir,legit
legit,zhibo8,zhibo8.cc,alexa
legit,antalvali,antalvali.com,legit
legit,gaddiposh,gaddiposh.com,legit
legit,affutd,affutd.com,alexa
legit,playstationlifestyle,playstationlifestyle.net,alexa
legit,antarvasnavideos,antarvasnavideos.com,alexa
legit,freekaamaal,freekaamaal.com,alexa
legit,gamevicio,gamevicio.com,alexa
legit,theseojobs,theseojobs.com,legit
legit,fuckedtime,fuckedtime.com,legit
legit,bricozor,bricozor.com,legit
legit,contactology,contactology.com,alexa
legit,hdtracks,hdtracks.com,legit
legit,extreme,extreme-down.net,alexa
legit,selenic,selenic.com,legit
legit,popcornpartner,popcornpartner.eu,alexa
legit,tvxs,tvxs.gr,alexa
legit,southerncompany,southerncompany.com,alexa
legit,4cdn,4cdn.org,alexa
legit,sfcservice,sfcservice.com,legit
legit,mydiv,mydiv.net,alexa
legit,farsedu,farsedu.ir,alexa
legit,picsmaster,picsmaster.net,legit
legit,hockeybuzz,hockeybuzz.com,alexa
legit,bloooogle,bloooogle.com,legit
legit,prosperitycentral,prosperitycentral.com,legit
legit,netricoh,netricoh.com,legit
legit,mangacanblog,mangacanblog.com,alexa
legit,canadianbudgetbinder,canadianbudgetbinder.com,legit
legit,promipool,promipool.de,alexa
legit,imageban,imageban.ru,alexa
legit,avalon-asics,avalon-asics.com,legit
legit,denofangels,denofangels.com,legit
legit,allover30,allover30.com,alexa
legit,rabbittvgo,rabbittvgo.com,alexa
legit,servicos,servicos.gov.br,legit
legit,paraisowebcam,paraisowebcam.com,legit
legit,endeavor,endeavor.org.br,alexa
legit,majidonline,majidonline.com,legit
legit,prestitisupermarket,prestitisupermarket.it,legit
legit,lamiastar,lamiastar.gr,legit
legit,deutsche,deutsche-bank.de,alexa
legit,lolhappens,lolhappens.com,legit
legit,on24,on24.com,alexa
legit,macwelt,macwelt.de,alexa
legit,teenhotvids,teenhotvids.com,legit
legit,amherst,amherst.edu,legit
legit,busty-britain,busty-britain.com,legit
legit,jackjones,jackjones.com,legit
legit,shegods,shegods.com,legit
legit,sbcodez,sbcodez.com,alexa
legit,cococomic,cococomic.com,legit
legit,avtv,avtv-movie.com,alexa
legit,celebmafia,celebmafia.com,alexa
legit,rookiestew,rookiestew.com,alexa
legit,firstrepublichb,firstrepublichb.com,legit
legit,27coupons,27coupons.com,legit
legit,dota2lounge,dota2lounge.com,alexa
legit,bet3000,bet3000.com,legit
legit,bugatti,bugatti.com,legit
legit,sharepointonline,sharepointonline.com,legit
legit,vergelijk,vergelijk.nl,alexa
legit,africaguinee,africaguinee.com,alexa
legit,girlsgames1,girlsgames1.com,legit
legit,outbrain,outbrain.com,alexa
legit,klmrw,klmrw.com,alexa
legit,socarrao,socarrao.com.br,legit
legit,sitedossier,sitedossier.com,legit
legit,gerweck,gerweck.net,legit
legit,algerie1,algerie1.com,alexa
legit,yoc-adserver,yoc-adserver.com,legit
legit,pliggtraffic,pliggtraffic.com,legit
legit,assabahnews,assabahnews.tn,legit
legit,jejualan,jejualan.com,legit
legit,allsubs,allsubs.org,legit
legit,freesubmitsite,freesubmitsite.info,legit
legit,numerologist,numerologist.com,alexa
legit,5food,5food.cn,alexa
legit,elperiodiquito,elperiodiquito.com,legit
legit,terezowens,terezowens.com,alexa
legit,scripps,scripps.org,legit
legit,holasearch,holasearch.com,legit
legit,ezwebdir,ezwebdir.com,legit
legit,banglanews24,banglanews24.com,alexa
legit,lubbockonline,lubbockonline.com,legit
legit,ahmanolo,ahmanolo.blog.br,legit
legit,storiesonline,storiesonline.net,alexa
legit,voyagesphotosmanu,voyagesphotosmanu.com,legit
legit,digitalstrategyconsulting,digitalstrategyconsulting.com,legit
legit,mp3ostrov,mp3ostrov.com,legit
legit,binaryoptions,binaryoptions-affiliate.com,alexa
legit,redspottedhanky,redspottedhanky.com,legit
legit,starone,starone.org,legit
legit,tury,tury.ru,alexa
legit,crashonline,crashonline.gr,alexa
legit,zuqiuba,zuqiuba.cc,alexa
legit,sologals,sologals.com,legit
legit,goldendeals,goldendeals.gr,legit
legit,ganganonline,ganganonline.com,legit
legit,pixeden,pixeden.com,alexa
legit,streaming,streaming-series.org,alexa
legit,bellanaija,bellanaija.com,alexa
legit,globalinformationnetwork,globalinformationnetwork.com,legit
legit,clubic,clubic.com,alexa
legit,onlinesbh,onlinesbh.com,alexa
legit,playxxx,playxxx.net,legit
legit,humanite,humanite.presse.fr,alexa
legit,dealsmachine,dealsmachine.com,alexa
legit,q8ping,q8ping.com,alexa
legit,sibsoft,sibsoft.net,alexa
legit,it4profit,it4profit.com,legit
legit,safelinking,safelinking.net,alexa
legit,poimon,poimon.jp,alexa
legit,whydirectorysubmission,whydirectorysubmission.com,legit
legit,myhomeideas,myhomeideas.com,legit
legit,javiermegias,javiermegias.com,legit
legit,lojagloboesporte,lojagloboesporte.com,legit
legit,qgqm,qgqm.net.cn,alexa
legit,shopbychoice,shopbychoice.com,legit
legit,tooptarinha,tooptarinha.com,alexa
legit,e-kontakti,e-kontakti.fi,legit
legit,qruiser,qruiser.com,legit
legit,purescans,purescans.com,legit
legit,tdc,tdc.dk,alexa
legit,catster,catster.com,alexa
legit,hostessen-meile,hostessen-meile.com,legit
legit,getstre,getstre.am,legit
legit,wh98,wh98.com,alexa
legit,ticketreturn,ticketreturn.com,legit
legit,free3dadultgames,free3dadultgames.com,alexa
legit,hackerrank,hackerrank.com,alexa
legit,finanze,finanze.it,legit
legit,freeagent,freeagent.com,alexa
legit,mondoconv,mondoconv.it,alexa
legit,impresasemplice,impresasemplice.it,alexa
legit,altoque,altoque.com,legit
legit,freelifetimehookup,freelifetimehookup.com,legit
legit,indiabook,indiabook.com,legit
legit,emfastincome,emfastincome.com,legit
legit,december,december.com,legit
legit,speemedia,speemedia.com,alexa
legit,somethingpositive,somethingpositive.net,alexa
legit,1hdwallpapers,1hdwallpapers.com,alexa
legit,goldencan,goldencan.com,legit
legit,twite,twite.ru,alexa
legit,rustybrick,rustybrick.com,legit
legit,55haitao,55haitao.com,alexa
legit,microsofthup,microsofthup.com,legit
legit,xsrv,xsrv.jp,alexa
legit,kgw,kgw.com,alexa
legit,sneakerfreaker,sneakerfreaker.com,alexa
legit,pelikone,pelikone.fi,legit
legit,sosoyy,sosoyy.com,alexa
legit,theplanet,theplanet.com,legit
legit,moderator,moderator.az,alexa
legit,intoscana,intoscana.it,legit
legit,70,70.com,alexa
legit,12580777,12580777.com,legit
legit,jamelgas,jamelgas.com,legit
legit,hwadmin,hwadmin.com,alexa
legit,wallpaperscript,wallpaperscript.com,legit
legit,ovationtix,ovationtix.com,legit
legit,peoplenews,peoplenews.tw,alexa
legit,ohfreesex,ohfreesex.com,alexa
legit,theenglishmansion,theenglishmansion.com,legit
legit,w3cplus,w3cplus.com,legit
legit,addicted2success,addicted2success.com,alexa
legit,juetuzhi,juetuzhi.net,legit
legit,tooogooo,tooogooo.com,alexa
legit,jobvalue,jobvalue.in,alexa
legit,internetkapitaene,internetkapitaene.de,alexa
legit,websitetrafficspy,websitetrafficspy.com,alexa
legit,hqylgc,hqylgc.com,alexa
legit,eutorrents,eutorrents.ph,legit
legit,wpdaxue,wpdaxue.com,alexa
legit,alison,alison.com,alexa
legit,qis,qis.com.cn,alexa
legit,martiniadnetwork,martiniadnetwork.com,legit
legit,magicgold,magicgold.kz,legit
legit,hipercontas,hipercontas.com.br,alexa
legit,parkwind,parkwind.com,legit
legit,attractiveworld,attractiveworld.net,alexa
legit,germany,germany.ru,alexa
legit,chrisbrogan,chrisbrogan.com,alexa
legit,blackrock,blackrock.com.tw,legit
legit,demoflynax,demoflynax.com,legit
legit,f575,f575.com,alexa
legit,ekantipur,ekantipur.com,alexa
legit,downloadming,downloadming.nu,alexa
legit,preisroboter,preisroboter.de,legit
legit,shoqolate,shoqolate.com,legit
legit,fantlab,fantlab.ru,alexa
legit,schoolbank,schoolbank.nl,legit
legit,logiciel,logiciel.info,legit
legit,zmingcx,zmingcx.com,legit
legit,orgulhohetero,orgulhohetero.blog.br,alexa
legit,a2zsubmission,a2zsubmission.com,legit
legit,unitybox,unitybox.de,legit
legit,plan,plan-q-secret.com,alexa
legit,infostatsvc,infostatsvc.com,legit
legit,satisfactionsurveycalculator,satisfactionsurveycalculator.eu,alexa
legit,ahrefs,ahrefs.com,alexa
legit,gamesxite,gamesxite.com,legit
legit,haulix,haulix.com,alexa
legit,noticias24,noticias24.com,alexa
legit,connectindia,connectindia.in,legit
legit,universalstudios,universalstudios.com,legit
legit,luosi,luosi.com,alexa
legit,online-metrix,online-metrix.net,legit
legit,arabsexweb,arabsexweb.com,alexa
legit,xxxwebtraffic,xxxwebtraffic.com,legit
legit,seismology,seismology.az,legit
legit,hmjf01,hmjf01.com,alexa
legit,frponline,frponline.com.cn,alexa
legit,magnumads,magnumads.me,legit
legit,digitalareas,digitalareas.blogspot.com,legit
legit,girlsofvs,girlsofvs.com,legit
legit,showmystreet,showmystreet.com,legit
legit,acidezfeminina,acidezfeminina.com.br,legit
legit,liveitwithcharter,liveitwithcharter.com,legit
legit,hyogo,hyogo.jp,alexa
legit,onenameglobal,onenameglobal.com,alexa
legit,cavaye,cavaye.cn,alexa
